A10 A14 A15 A17 A19 A02 A20 A21 A22 A26 A27 A28 A29 A03 A30 A04 A05 A06 A07 A09 B01 B10 B11 B12 B13 B14 B15 B02 B03 B04 B05 B06 B07 B08 B09 C10 C12 C14 C15 C16 C17 C18 C19 C02 C03 C04 C06 C07 C08 C09 D10 D12 D13 D14 D17 D02 D20 D26 D27 D29 D31 D35 D04 D06 D09 E10 E12 E14 E16 E17 E22 E24 E03 E30 E31 E35 E40 E05 E08 E09 F10 F11 F13 F15 F16 F21 F22 F23 F26 F28 F29 F03 F32 F34 F36
ASV_332 0 0 0 0 0 0 0 99 0 0 0 121 0 0 252 0 80 0 51 0 0 67 0 0 0 69 0 0 0 118 0 108 0 0 0 0 65 0 78 0 0 163 36 38 37 0 116 0 22 203 0 0 0 0 0 0 0 0 0 59 0 0 0 0 0 0 18 0 3 0 4 0 0 0 17 9 0 13 0 0 0 0 0 0 0 0 0 0 49 0 0 0 0 0 0
ASV_333 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 58 0 0 0 0 136 0 0 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27 103 0 0 0 0 0 0 0 0 333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 41 0 0 0 0 0 0 0 0 556 51 0 0 0 160 0 1 0 0 0 0
ASV_334 0 15 13 9 12 20 0 0 9 0 0 10 13 31 13 0 0 28 0 18 17 0 0 15 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 31 0 35 38 49 0 28 21 0 0 0 0 35 0 14 0 53 31 36 35 0 35 46 0 40 0 0 0 17 0 20 11 30 28 17 0 0 0 0 0 32 10 0 72 17 88 0 0 0 24 39 29 16 19 19 0
ASV_335 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 48 0 0 0 0 0 0 0 0 0 0 36 0 0 0 0 47 0 0 0 0 0 42 0 0 61 0 0 0 71 58 67 0 0 54 0 0 0 0 227 0 0 0 92 0 0 0 0 0 0 0 43 34 0 2 0 4 0 0 15 5 0 12 0 0 21 0 1 0 0 56 0 5 21 0 0 0 0 0 11
ASV_337 0 0 42 0 40 37 44 0 0 0 24 0 0 19 47 0 20 0 0 22 35 0 34 23 0 52 16 0 0 21 0 17 24 0 0 0 0 0 0 0 16 0 0 0 0 24 0 0 0 0 0 0 0 20 29 32 18 0 34 20 49 0 15 23 25 166 0 0 32 0 0 0 0 54 0 21 0 0 0 0 63 18 0 0 0 0 0 0 31 0 0 25 0 0 0
ASV_338 20 0 0 15 0 0 119 21 15 0 13 32 0 18 27 0 0 11 0 19 0 0 20 0 146 0 23 14 0 32 7 26 0 14 0 0 62 15 14 66 26 103 99 11 15 28 0 19 0 0 27 10 0 0 0 0 40 24 0 15 0 0 0 0 0 0 0 6 0 0 5 0 0 20 0 0 11 5 6 8 16 0 0 0 57 8 7 6 0 0 5 0 0 4 15
ASV_340 18 0 0 31 33 0 0 0 29 0 72 0 67 0 0 0 0 0 0 24 33 0 0 20 0 43 0 0 0 20 0 52 0 0 0 0 39 0 0 0 0 22 51 43 0 0 16 0 0 0 0 0 27 28 0 25 32 54 0 44 0 6 0 0 45 0 0 0 21 22 0 0 0 0 0 0 0 0 0 0 21 0 11 0 124 16 15 0 157 0 0 0 0 0 17
ASV_342 0 28 27 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 38 0 0 40 0 0 0 0 14 0 0 53 0 0 0 77 0 0 0 83 0 0 0 0 0 130 0 0 0 0 0 0 235 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 511 0 0 0 0 182 0 0 0 0 0 74 0 0 0 0 0 0 0 0 0 0
ASV_343 58 26 55 117 60 0 55 0 58 0 63 0 41 38 53 0 25 28 53 46 0 0 43 28 113 78 36 28 0 25 57 0 40 53 0 0 0 0 0 0 0 0 0 0 38 41 31 0 0 18 0 0 0 0 0 0 0 0 0 0 0 17 23 0 0 0 3 4 0 4 5 0 0 6 8 0 0 0 0 0 4 0 4 0 5 3 0 0 2 7 0 23 0 6 13
ASV_344 45 0 42 0 0 0 21 0 0 0 28 0 0 0 0 0 42 24 34 0 0 33 0 50 0 0 94 0 0 0 0 24 0 172 40 0 84 0 35 0 0 57 0 25 97 85 0 0 0 0 34 0 0 16 0 0 45 0 21 0 0 0 0 0 12 0 0 0 0 0 0 0 7 0 0 0 0 0 0 24 0 0 0 0 16 0 33 23 20 7 18 0 0 16 0
ASV_346 2 1 3 7 2 3 4 22 10 7 1 16 3 1 4 8 31 6 1 2 7 6 1 11 14 8 23 26 3 1 0 1 12 1 17 0 3 19 0 38 110 6 0 3 0 62 12 3 0 6 1 11 0 9 10 4 34 7 18 2 1 3 1 170 2 21 35 17 31 7 10 15 23 9 8 0 31 13 0 11 19 0 10 18 36 6 5 27 7 29 5 18 10 30 14
ASV_347 0 0 0 0 56 68 0 0 0 0 34 0 71 34 54 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 33 0 0 0 32 0 0 0 33 0 38 0 0 0 0 0 0 0 0 0 0 0 172 0 0 49 0 0 0 44 0 70 0 0 0 0 0 0 13 0 0 0 0 0 0 31 0 0 26 455 0 9 0 0 0 0 0 0 180 0 0 0 0 0 0
ASV_348 0 0 0 0 0 0 15 0 0 16 0 0 22 0 0 23 0 0 0 16 0 31 0 18 0 0 0 49 0 15 23 0 0 0 0 24 19 0 0 28 48 0 0 24 22 17 30 0 18 19 0 40 18 15 0 30 46 0 23 0 0 62 0 0 23 0 0 37 52 0 31 0 0 0 0 68 0 0 40 0 0 43 0 0 0 0 0 0 0 0 0 64 0 0 61
ASV_349 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 22 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 17 0 35 0 29 0 62 0 0 0 0 0 0 0 0 0 0 106 0 0 0 52 0 0 0 316 0 0 0 129 0 0 0 0 943 0 0 0 0 0 0 0 0 0 22 119 0 0 0 0 0 0 0 0 0 1
ASV_351 0 0 0 0 11 41 0 29 0 0 0 25 0 21 26 25 0 17 19 17 19 0 36 0 0 41 32 20 0 28 21 0 0 40 0 0 0 27 18 16 23 0 0 17 26 0 0 16 23 0 0 44 0 33 0 33 0 0 0 42 0 0 0 18 14 0 0 0 24 46 0 37 0 15 0 0 61 0 0 0 0 0 0 26 0 0 0 25 0 0 20 0 35 0 0
ASV_352 42 47 0 0 27 64 0 0 0 0 0 0 56 73 0 0 0 0 49 0 0 0 0 0 0 0 0 27 0 26 34 56 45 0 38 0 43 0 0 0 69 0 0 0 0 50 34 0 46 0 0 0 10 0 0 0 0 15 0 0 0 0 33 31 65 0 0 0 27 0 0 0 0 0 0 0 0 0 0 0 0 36 0 0 0 0 54 0 32 54 0 92 0 0 0
ASV_353 57 43 69 0 0 0 0 0 42 0 0 0 40 51 47 50 51 26 47 69 63 0 46 19 0 45 40 56 34 44 0 44 61 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41 0 0 11 0 0 27 0 30 0 0 0 23 0 0 0 3 16 9 0 6 7 0 5 12 4 0 4 10 9 0 18 0 5 4 0 7 0 6 0 7 4 4 0 6 2
ASV_354 28 53 34 0 13 10 36 0 0 28 0 0 0 14 55 0 0 0 20 30 0 20 10 0 15 19 0 0 18 0 0 0 0 36 0 0 0 0 0 0 0 9 0 0 0 0 45 0 16 46 70 0 0 0 0 0 0 0 0 18 113 20 0 0 0 52 24 14 0 0 0 0 12 1 0 0 9 15 0 0 0 0 12 0 257 15 0 0 13 0 0 0 0 0 0
ASV_356 0 7 12 15 8 0 0 15 5 9 10 12 14 0 13 0 0 0 7 4 0 0 0 5 44 0 0 0 0 20 0 36 0 0 0 0 0 0 8 6 4 110 140 12 0 0 15 0 28 8 19 26 8 19 10 13 18 21 6 39 12 16 0 5 3 31 18 18 11 22 0 34 0 0 0 0 29 12 12 10 0 44 19 12 0 0 14 0 24 18 7 7 0 0 23
ASV_357 0 105 0 0 0 0 68 60 0 134 0 61 95 139 0 0 0 0 52 58 0 0 0 57 0 0 0 45 0 52 0 0 0 0 0 0 42 0 94 0 32 205 39 43 165 0 0 87 0 0 0 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 8 0 0 0 15 0 0 0 0 0 0 10 0 50 8 0 0 0 0 0 0 0 0 0
ASV_359 0 0 0 36 0 35 0 0 64 0 0 0 0 0 0 0 0 0 0 0 55 0 0 0 171 0 111 59 0 0 0 0 0 0 0 0 0 0 0 0 0 67 0 63 105 0 15 14 0 0 0 64 0 38 0 0 0 24 0 0 0 53 0 0 0 61 0 0 0 0 0 0 0 0 0 0 38 0 177 0 0 0 15 0 0 0 0 0 31 0 26 0 0 0 0
ASV_360 0 0 88 110 0 75 0 0 0 0 0 0 0 0 0 83 0 0 0 77 0 0 109 0 63 0 72 0 80 0 0 0 108 74 68 0 0 0 0 0 0 0 0 0 51 0 0 0 0 0 0 54 0 0 0 40 0 0 0 46 0 0 0 0 0 0 47 28 0 0 0 0 14 13 0 0 0 0 47 0 0 0 0 0 0 0 0 0 0 0 25 0 8 19 0
ASV_361 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 34 0 0 22 15 0 18 20 0 0 0 13 0 0 210 0 0 29 21 0 0 50 25 23 9 11 47 30 19 21 36 17 0 0 0 0 23 6 15 23 26 14 21 8 0 8 0 5 14 0 11 0 0 7 8 13 6 22 9 0 7 0 12 105 0 7 8 7 18 6 4 5 0 20
ASV_362 0 0 0 58 35 41 36 0 46 0 0 42 0 38 60 0 47 0 0 51 57 0 0 37 0 0 0 0 60 0 0 0 0 0 0 0 47 0 58 0 0 0 55 0 58 91 0 32 109 0 0 27 0 0 0 0 41 0 0 0 0 0 0 0 0 0 4 0 0 3 11 2 3 4 3 0 17 3 3 5 12 5 0 2 5 6 0 0 0 4 4 0 3 2 5
ASV_363 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 16 0 0 0 0 14 0 12 0 0 0 12 23 41 11 22 0 0 0 0 0 0 0 19 43 0 0 24 0 0 0 22 0 0 0 0 32 28 0 0 99 0 67 0 9 0 0 0 74 49 0 0 7 9 0 21 0 14 17 123 0 93 28 0 0 131 0 0 0 0 0 17 0 0 5 0 0 4 0 28
ASV_364 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 0 0 85 0 0 0 115 0 0 0 0 139 0 0 0 0 0 0 0 0 0 0 0 0 0 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 195 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1197 0 0 0 1 0 0 0 2 0 0 0 0 1 0 0 0 0 1
ASV_366 0 32 35 28 0 38 22 10 15 12 0 0 0 18 0 0 0 32 0 25 0 16 40 18 15 0 66 14 18 12 24 0 7 0 21 14 0 0 13 76 0 9 0 16 18 44 18 33 0 18 0 0 28 0 0 36 0 0 0 0 21 11 23 0 0 5 8 6 7 15 0 43 11 11 21 0 9 0 13 0 0 9 0 0 15 6 0 8 0 16 17 14 0 8 0
ASV_367 0 0 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 0 0 0 0 0 30 0 0 29 24 0 34 0 52 74 0 25 29 88 47 36 0 33 33 23 14 24 0 19 4 3 66 0 6 7 0 14 30 18 9 64 0 0 4 3 4 33 0 18 0 25 13 0 0 7 0 0 16
ASV_368 0 0 0 30 36 0 0 0 23 0 0 0 0 0 14 22 0 0 0 0 0 84 51 0 0 0 0 54 0 0 19 0 53 0 0 0 0 0 0 0 16 0 0 0 0 0 17 0 0 0 0 71 0 0 0 0 50 0 0 0 212 0 0 0 0 0 0 22 29 0 0 0 0 0 243 0 0 55 0 3 0 0 0 0 0 0 2 0 0 0 263 0 0 0 0
ASV_369 35 0 0 15 0 0 46 15 0 25 0 21 0 50 0 0 20 0 26 59 0 18 0 22 0 35 0 0 33 19 0 20 0 0 0 31 0 0 0 0 0 0 0 38 0 0 0 0 0 21 0 63 0 0 31 0 0 61 0 0 0 0 43 0 0 0 60 0 0 0 0 8 10 0 0 0 109 0 0 0 12 0 15 0 0 6 35 0 0 17 0 0 14 45 0
ASV_370 0 0 0 0 53 0 0 44 0 0 34 52 0 53 0 0 0 0 0 0 0 0 43 0 71 50 0 76 0 58 0 0 0 0 0 0 0 0 0 0 0 35 0 0 0 0 114 0 0 0 88 0 0 0 0 0 23 0 0 0 29 0 26 27 0 0 0 0 0 27 0 0 0 0 0 4 0 138 0 0 31 0 0 0 16 0 0 0 56 0 0 17 0 0 0
ASV_373 0 0 0 0 0 31 0 5 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 9 0 0 0 0 0 0 6 0 0 0 0 0 62 0 13 41 0 0 0 0 0 72 0 0 332 0 0 0 537 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 115 0 190 0 241 0 0 0 0
ASV_374 0 0 0 0 0 0 0 0 0 0 51 0 0 28 0 0 0 26 16 0 31 0 0 0 0 0 34 0 40 0 0 0 0 0 0 18 28 37 0 22 0 45 47 0 0 0 0 49 247 0 0 0 21 0 15 0 0 18 0 0 0 36 0 47 0 0 21 2 0 2 0 4 11 0 10 0 1 3 0 0 2 175 2 2 0 5 0 3 0 5 2 3 2 0 3
ASV_376 6 19 25 4 16 22 7 5 14 0 0 6 17 19 7 34 42 7 0 27 51 4 0 27 25 10 24 20 20 10 14 12 45 20 13 0 10 3 0 7 13 0 0 9 0 3 0 0 0 5 20 21 0 25 10 15 20 4 0 12 0 0 0 14 7 8 0 17 7 16 8 0 12 10 12 19 16 14 16 5 8 14 0 10 0 9 15 8 21 0 0 11 0 7 13
ASV_377 0 28 0 0 0 18 0 0 0 0 0 0 0 0 0 0 30 0 0 0 0 0 27 41 22 0 65 43 0 0 0 33 0 0 0 81 0 0 0 0 37 0 27 44 0 26 0 0 0 0 0 0 43 0 0 0 16 30 0 0 20 0 0 112 32 0 0 0 0 87 0 0 0 0 23 0 0 5 21 9 0 0 0 0 0 0 9 0 138 0 31 0 0 54 16
ASV_381 21 8 7 11 49 31 17 37 15 8 19 47 8 13 31 25 18 8 9 34 20 10 22 19 35 10 20 26 27 15 0 39 19 26 0 4 7 8 6 10 16 0 0 18 3 0 14 0 0 0 37 22 0 0 0 0 11 0 0 0 22 0 0 0 0 0 0 12 11 0 0 0 0 0 20 0 0 13 0 0 0 0 0 6 0 0 0 0 16 0 15 0 0 0 0
ASV_382 0 64 89 89 59 0 0 0 0 0 0 0 0 0 106 91 28 0 0 40 169 0 244 77 0 133 0 0 0 0 0 0 43 0 0 0 0 0 0 22 0 0 0 0 0 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0 1 0 0 2 16 0 53 0 0 24 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1 1 1 0
ASV_383 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 7 9 0 0 6 6 9 0 7 0 0 0 0 0 0 0 0 10 0 7 0 0 0 0 13 72 65 32 22 50 21 54 10 17 10 20 19 28 41 56 64 11 27 29 19 19 0 37 0 53 37 27 66 11 0 15 0 29 0 21 0 50 17 33 17 19 0 11 37
ASV_384 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29 24 0 0 0 0 0 39 0 0 0 29 39 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 42 0 0 61 0 0 305 0 0 0 0 53 0 0 0 0 36 4 53 0 43 165 0 416 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
ASV_385 0 0 0 0 0 34 0 0 0 0 0 0 0 0 42 0 28 0 0 0 0 25 0 0 0 0 57 61 0 73 0 33 0 28 0 0 0 0 0 23 0 0 0 0 0 176 0 0 0 0 0 114 0 0 0 0 0 0 0 0 0 0 0 0 0 68 0 0 0 0 0 0 3 53 0 17 18 18 0 0 1 0 0 1 0 2 0 1 0 1 3 0 0 0 0
ASV_387 15 11 8 9 15 11 0 7 6 0 9 14 22 8 17 0 0 6 15 0 16 0 10 0 0 0 11 0 10 0 0 5 0 0 7 92 17 0 53 0 14 24 25 0 0 12 13 16 42 16 13 11 23 12 0 0 0 8 12 0 0 26 20 0 5 0 0 0 0 0 0 0 0 42 8 22 0 0 0 27 0 0 33 16 30 0 18 0 0 0 0 0 16 0 0
ASV_389 24 23 0 0 25 0 0 0 27 0 0 0 0 0 0 0 0 0 29 0 31 0 0 0 0 0 0 0 0 0 0 0 60 0 0 0 0 28 0 0 32 0 33 0 0 36 34 0 0 0 0 0 0 0 0 0 0 0 44 45 0 106 0 67 0 0 0 0 0 0 0 0 0 0 0 249 0 0 0 0 0 159 0 0 0 0 0 0 0 115 106 0 0 0 0
ASV_391 22 13 16 9 0 6 33 14 19 1 22 7 0 23 11 20 0 12 10 13 10 3 13 2 26 25 13 9 6 2 0 29 7 13 25 0 4 25 23 6 15 8 0 10 1 16 3 0 0 2 17 20 4 4 31 33 18 2 0 0 16 0 7 1 7 17 45 7 11 14 0 18 0 10 14 7 27 13 14 5 8 9 6 6 8 9 12 10 13 5 0 15 0 9 11
ASV_392 0 0 7 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 14 0 8 0 0 0 0 0 0 0 0 0 0 0 10 11 0 0 19 12 0 0 14 27 0 12 0 12 16 0 0 0 22 108 77 58 0 0 0 32 39 0 0 42 0 0 31 0 12 36 47 0 18 0 6 32 20 23 27 0 8 0 12 4 9 9 0 0 10 10 53 6 0 96
ASV_393 11 21 0 0 13 23 1 16 0 0 11 18 88 9 16 4 7 0 7 13 3 29 0 0 1 0 0 20 0 13 13 17 0 0 0 35 0 8 0 23 0 0 0 0 0 0 0 14 33 3 104 24 0 35 1 33 0 0 11 6 0 0 0 0 11 0 23 0 14 16 92 0 0 29 0 26 13 0 0 13 0 0 0 0 36 0 45 0 0 0 0 0 0 0 29
ASV_394 0 76 0 0 50 0 0 41 0 0 60 0 0 0 58 0 0 34 0 48 0 0 0 47 0 49 53 0 0 0 53 0 0 0 0 46 0 0 0 59 0 70 0 67 0 0 0 0 0 34 0 0 0 0 39 0 0 0 0 0 0 32 0 0 55 0 0 13 0 0 0 0 0 18 0 0 0 0 64 0 0 0 16 0 7 0 0 0 11 0 0 41 19 20 0
ASV_395 0 0 0 88 0 75 0 0 57 0 0 0 0 0 0 0 0 0 0 0 0 0 62 0 0 0 60 0 0 0 0 70 0 0 0 0 68 0 0 0 0 122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 54 0 31 64 0 0 0 0 0 11 0 2 1 0 152 0 14 0 0 0 0 0 0 0 29 0 0 0 10 0 0 0 42 0 0 0 0 0
ASV_399 0 28 0 170 18 0 0 0 77 0 0 0 0 0 0 0 0 0 0 0 0 48 0 31 0 0 0 0 0 0 0 0 0 0 0 0 0 33 0 0 76 30 0 0 0 0 0 0 0 0 0 0 0 142 0 0 0 0 0 0 70 0 0 0 0 0 0 0 0 51 0 0 0 0 0 0 756 2 0 17 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
ASV_400 0 0 0 83 0 0 88 0 142 0 0 0 113 0 0 0 89 78 52 0 0 0 0 75 0 0 55 0 0 0 0 0 61 0 0 0 58 0 74 0 0 0 48 64 0 0 0 0 150 0 39 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 10 5 0 5 0 0 7 0 8 0 0 0 5 0 0 0 10 0 9 12 0 0 0 7 0 0 4 0 7
ASV_403 0 13 12 16 18 0 8 16 20 9 0 14 12 23 16 20 17 17 12 14 12 20 21 26 19 18 34 0 15 0 0 22 27 19 20 0 9 14 9 0 0 0 0 0 0 15 0 0 0 17 0 18 0 37 16 29 0 14 0 0 0 21 0 0 0 19 0 0 0 0 0 0 0 0 0 28 0 0 0 30 0 0 0 0 32 0 25 0 0 0 31 0 27 0 26
ASV_404 18 0 0 0 21 0 26 13 19 24 18 0 29 43 29 0 0 0 0 0 0 0 14 0 0 0 17 16 0 0 0 0 0 0 0 24 0 0 15 0 39 0 19 0 57 0 0 22 25 0 35 0 0 20 0 25 28 22 36 34 0 0 22 0 0 0 0 14 0 0 0 40 0 16 0 23 33 0 26 28 0 0 12 36 0 0 18 0 19 0 0 23 0 0 38
ASV_405 0 0 40 0 35 41 57 0 0 0 0 0 0 32 0 29 22 0 0 51 52 0 44 0 0 0 71 0 0 0 0 30 0 0 0 0 0 0 0 0 0 67 0 0 0 0 0 12 0 0 0 27 0 0 0 0 113 0 0 50 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 428 52 0 6 0 0 0 0 0 0 0 0 0 7 0 0 0
ASV_406 13 20 30 0 0 30 19 0 0 0 17 24 0 0 12 16 13 9 0 0 59 0 0 24 0 0 0 19 0 15 0 15 0 0 0 0 38 0 0 41 0 0 15 37 0 0 0 0 0 0 0 35 24 0 13 33 0 0 25 12 24 0 14 21 0 0 0 0 0 26 44 0 14 36 0 0 26 0 26 17 6 23 0 28 18 0 17 0 0 0 13 20 0 0 0
ASV_407 134 0 36 0 0 53 0 0 0 0 0 0 65 0 54 0 0 0 90 23 0 0 154 45 65 0 115 0 0 0 29 18 0 67 115 0 0 0 0 0 27 0 0 0 0 0 0 0 0 56 0 0 0 11 0 0 0 0 0 12 0 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 18 0 0 27 2 15 15 0 0 0 0 0 0 0 0
ASV_409 0 0 0 0 0 0 0 0 0 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 61 0 0 0 0 0 0 134 0 0 0 70 0 0 77 0 124 78 77 57 0 0 0 0 0 36 0 0 0 0 0 0 0 0 0 0 51 0 0 0 0 0 0 0 19 0 10 15 0 0 93 0 0 34 0 0 0 0 15 0 0 0 0 0 0 0 0
ASV_410 47 0 0 92 0 0 0 0 78 71 0 79 98 112 0 0 0 83 89 0 0 0 0 0 0 70 0 0 0 0 0 72 60 0 0 0 0 0 0 0 0 96 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 46 0 0 0 0 48 0
ASV_411 0 46 0 0 0 0 0 43 0 0 52 55 0 0 42 0 0 0 0 0 0 0 111 0 76 0 0 49 134 18 0 0 0 0 22 0 0 30 0 42 0 0 36 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 69 0 0 0 0 38 0 18 0 0 0 0 0 0 9 18 0 9 0 17 0 60 0 0 10 0 0 0 0 0 0 0 35 1 0 0
ASV_412 0 0 0 0 0 0 0 0 34 0 0 0 0 0 37 27 0 0 0 0 88 0 33 0 0 0 0 0 57 0 42 34 23 31 0 0 0 0 0 0 27 0 0 0 0 0 0 0 0 0 34 0 23 25 29 0 0 27 0 31 0 17 0 0 0 11 5 0 0 4 0 0 0 31 0 11 3 7 4 24 9 12 0 5 0 0 7 10 13 7 0 0 0 3 5
ASV_413 41 21 23 22 28 37 24 32 27 30 23 27 44 33 28 16 22 27 37 23 14 0 15 21 0 0 21 12 0 0 0 18 0 0 10 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 16 9 0 0 0 0 12 18 29 0 13 24 0 0 0 6 0 22 0 0 7 12 0 10 0 6 0 20 54 0 0 11 12 0 0 0 17 0 0 0 6 0 0 7 0
ASV_414 0 0 116 58 0 0 0 0 0 53 0 0 0 0 0 0 0 96 0 128 45 0 0 0 35 73 0 0 0 0 102 0 0 0 0 0 0 0 68 0 132 0 0 0 0 0 57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 88 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 87 0 0 0 0 4 0 0 0 0 0 0 109 8 0
ASV_415 0 0 14 16 9 0 0 0 14 0 0 0 5 0 0 18 8 0 0 15 8 0 0 0 0 0 8 0 12 0 0 0 16 0 12 0 0 11 0 0 16 0 0 0 0 14 0 0 0 20 0 14 0 185 0 0 0 0 33 0 0 14 11 15 0 5 430 0 0 0 0 7 0 26 0 0 0 9 0 0 0 7 0 0 0 0 0 0 110 8 0 5 6 0 0
ASV_416 17 20 16 7 14 22 10 7 17 6 21 7 6 20 35 9 20 20 4 6 1 23 6 2 23 16 3 4 0 0 13 4 1 5 3 4 15 14 7 0 3 3 7 0 0 2 11 0 7 3 13 19 0 27 0 39 15 7 3 24 5 2 0 4 3 0 17 10 11 14 0 0 11 9 13 13 0 10 16 14 9 13 9 0 15 13 10 15 8 0 9 13 20 12 12
ASV_419 74 48 47 21 38 28 35 43 54 45 22 27 23 72 56 30 22 26 38 14 20 24 11 0 19 7 29 33 8 12 19 8 11 22 0 0 14 47 0 13 0 24 0 14 0 0 0 0 0 35 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 0 6 0 0 9 0 0 0 0 0 6 7 0 0 0 0 0 0 0 0 0 0 0 5 0 4 0 0 0 0
ASV_420 0 0 0 0 33 0 0 38 0 41 0 44 0 36 0 27 36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 0 55 44 41 49 0 0 45 50 0 0 0 0 0 0 7 7 0 11 7 0 9 8 0 9 0 12 0 5 0 0 44 12 0 0 15 10 0 4 0 0 12 22 0 8
ASV_422 15 9 9 2 2 3 1 7 1 15 5 8 2 1 5 16 8 2 14 19 11 3 6 3 12 2 25 1 1 4 5 3 5 5 1 1 1 13 19 6 12 3 0 37 0 7 1 1 5 124 10 35 1 3 1 2 1 0 4 184 2 8 0 0 5 11 5 16 5 9 5 35 6 1 10 14 26 14 1 14 11 0 1 12 16 16 6 7 1 13 20 13 0 0 22
ASV_423 23 24 22 32 0 0 0 0 30 0 42 0 14 0 33 0 20 33 20 29 20 0 0 19 0 0 0 19 0 18 23 23 0 20 0 0 0 0 0 0 0 32 46 0 0 10 14 0 15 0 0 0 31 19 0 49 17 0 0 0 14 0 0 0 14 0 0 11 8 0 7 0 13 0 0 0 17 0 25 15 16 40 0 0 15 6 21 0 20 0 0 0 22 0 18
ASV_425 162 95 103 73 0 0 0 0 0 0 0 0 0 0 70 0 0 0 97 150 0 103 0 0 0 344 0 104 0 0 0 94 139 0 0 0 0 35 0 0 0 0 0 0 0 0 80 0 0 72 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 3 5 2 0 0 0 0 2 0 2 0 0 0 0 11 0 0 3 1 10 0 0 3 0 3 4 0 0 0
ASV_426 77 0 0 0 85 98 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 81 0 47 0 0 0 0 0 0 0 0 0 0 0 48 0 114 0 95 0 152 106 133 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 52 0 0 0 0 0 0 49 0 0 0 0 0 0 0 0 0 0 79 0 0 134 0 0 0 0 0 0 0 0 0 0
ASV_427 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42 0 0 0 0 59 0 142 0 0 0 0 0 0 0 55 61 0 0 0 0 0 0 0 0 0 0 88 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 0 0 53 0 0 1 0 0 0 2 1 0 0 1 0 236 0 0 0 0 77 0 0 0 0 1 0 0 0 1 0 2 0 0 0
